channel,laser,autolevel,t_ms,tp,tp_err,tp_pd_err,pd_power_nw,pd_power_err_nw,delivered_power_nw,delivered_power_err_nw,laser_output_power_uw,laser_output_power_err_uw,pd_route_tx,laser_route_tx,atten_tx,pd_mv,pd_net_mv,pd_net_err_mv,laser_current_ma,atten_db,wavelength_nm,pd_raw,pd_ontime_s,laser_current_ontime_s,flags,step_index,step_label
yj_m,,False,1789585451717,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,2.5625,-42.5984375,189.4299106703574,0.0,48.69672383040873,1028.01,41,3,0,(),0,dark
yj_m,,False,1789585451767,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,2.1875,-42.9734375,189.4299106703574,0.0,48.69672383040873,1028.01,35,3,0,(),0,dark
yj_m,,False,1789585451817,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,2.625,-42.5359375,189.4299106703574,0.0,48.69672383040873,1028.01,42,3,0,(),0,dark
yj_m,,False,1789585451867,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,2.625,-42.5359375,189.4299106703574,0.0,48.69672383040873,1028.01,42,3,0,(),0,dark
yj_m,,False,1789585451917,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,3.125,-42.0359375,189.4299106703574,0.0,48.69672383040873,1028.01,50,3,0,(),0,dark
yj_m,,False,1789585451967,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,2.6875,-42.4734375,189.4299106703574,0.0,48.69672383040873,1028.01,43,3,0,(),0,dark
yj_m,,False,1789585452017,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,2.625,-42.5359375,189.4299106703574,0.0,48.69672383040873,1028.01,42,3,0,(),0,dark
yj_m,,False,1789585452067,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,2.0625,-43.0984375,189.4299106703574,0.0,48.69672383040873,1028.01,33,3,0,(),0,dark
yj_m,,False,1789585452117,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,1.9375,-43.2234375,189.4299106703574,0.0,48.69672383040873,1028.01,31,3,0,(),0,dark
yj_m,,False,1789585452167,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,1.625,-43.5359375,189.4299106703574,0.0,48.69672383040873,1028.01,26,3,0,(),0,dark
yj_m,,False,1789585452217,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,2.75,-42.4109375,189.4299106703574,0.0,48.69672383040873,1028.01,44,3,0,(),0,dark
yj_m,,False,1789585452267,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,2.375,-42.7859375,189.4299106703574,0.0,48.69672383040873,1028.01,38,3,0,(),0,dark
yj_m,,False,1789585452317,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,2.25,-42.9109375,189.4299106703574,0.0,48.69672383040873,1028.01,36,3,0,(),0,dark
yj_m,,False,1789585452367,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,2.0,-43.1609375,189.4299106703574,0.0,48.69672383040873,1028.01,32,3,0,(),0,dark
yj_m,,False,1789585452417,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,2.1875,-42.9734375,189.4299106703574,0.0,48.69672383040873,1028.01,35,3,0,(),0,dark
yj_m,,False,1789585452467,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,2.125,-43.0359375,189.4299106703574,0.0,48.69672383040873,1028.01,34,3,0,(),0,dark
yj_m,,False,1789585452517,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,1.875,-43.2859375,189.4299106703574,0.0,48.69672383040873,1028.01,30,3,0,(),0,dark
yj_m,,False,1789585452567,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,1.625,-43.5359375,189.4299106703574,0.0,48.69672383040873,1028.01,26,3,0,(),0,dark
yj_m,,False,1789585452617,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,2.125,-43.0359375,189.4299106703574,0.0,48.69672383040873,1028.01,34,3,0,(),0,dark
yj_m,,False,1789585452667,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,2.875,-42.2859375,189.4299106703574,0.0,48.69672383040873,1028.01,46,4,0,(),0,dark
yj_m,,False,1789585452717,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,2.5625,-42.5984375,189.4299106703574,0.0,48.69672383040873,1028.01,41,4,0,(),0,dark
yj_m,,False,1789585452767,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,2.3125,-42.8484375,189.4299106703574,0.0,48.69672383040873,1028.01,37,4,0,(),0,dark
yj_m,,False,1789585452817,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,2.625,-42.5359375,189.4299106703574,0.0,48.69672383040873,1028.01,42,4,0,(),0,dark
yj_m,,False,1789585452867,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,2.25,-42.9109375,189.4299106703574,0.0,48.69672383040873,1028.01,36,4,0,(),0,dark
yj_m,,False,1789585452917,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,2.125,-43.0359375,189.4299106703574,0.0,48.69672383040873,1028.01,34,4,0,(),0,dark
yj_m,,False,1789585452967,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,2.25,-42.9109375,189.4299106703574,0.0,48.69672383040873,1028.01,36,4,0,(),0,dark
yj_m,,False,1789585453017,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,2.3125,-42.8484375,189.4299106703574,0.0,48.69672383040873,1028.01,37,4,0,(),0,dark
yj_m,,False,1789585453067,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,2.1875,-42.9734375,189.4299106703574,0.0,48.69672383040873,1028.01,35,4,0,(),0,dark
yj_m,,False,1789585453117,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,2.1875,-42.9734375,189.4299106703574,0.0,48.69672383040873,1028.01,35,4,0,(),0,dark
yj_m,,False,1789585453167,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,2.0,-43.1609375,189.4299106703574,0.0,48.69672383040873,1028.01,32,4,0,(),0,dark
yj_m,,False,1789585453217,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,2.625,-42.5359375,189.4299106703574,0.0,48.69672383040873,1028.01,42,4,0,(),0,dark
yj_m,,False,1789585453267,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,2.6875,-42.4734375,189.4299106703574,0.0,48.69672383040873,1028.01,43,4,0,(),0,dark
yj_m,,False,1789585453317,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,2.4375,-42.7234375,189.4299106703574,0.0,48.69672383040873,1028.01,39,4,0,(),0,dark
yj_m,,False,1789585453367,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,2.0,-43.1609375,189.4299106703574,0.0,48.69672383040873,1028.01,32,4,0,(),0,dark
yj_m,,False,1789585453417,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,1.6875,-43.4734375,189.4299106703574,0.0,48.69672383040873,1028.01,27,4,0,(),0,dark
yj_m,,False,1789585453467,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,2.0625,-43.0984375,189.4299106703574,0.0,48.69672383040873,1028.01,33,4,0,(),0,dark
yj_m,,False,1789585453517,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,2.3125,-42.8484375,189.4299106703574,0.0,48.69672383040873,1028.01,37,4,0,(),0,dark
yj_m,,False,1789585453567,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,2.125,-43.0359375,189.4299106703574,0.0,48.69672383040873,1028.01,34,4,0,(),0,dark
yj_m,,False,1789585453617,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,2.375,-42.7859375,189.4299106703574,0.0,48.69672383040873,1028.01,38,4,0,(),0,dark
yj_m,,False,1789585453667,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,1.75,-43.4109375,189.4299106703574,0.0,48.69672383040873,1028.01,28,5,0,(),0,dark
yj_m,,False,1789585453717,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,3.0625,-42.0984375,189.4299106703574,0.0,48.69672383040873,1028.01,49,5,0,(),0,dark
yj_m,,False,1789585453767,,,,0.0,0.010184403799481581,0.0,0.014403087568122185,0.0,435.67499999999995,1.0,0.0024488678200343937,1.3499808781484253e-05,2.0625,-43.0984375,189.4299106703574,0.0,48.69672383040873,1028.01,33,5,0,(),0,dark
